STATION,NAME,DATE,AWND,PRCP,SNOW,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT10,WT11,WT13,WT14,WT16,WT18,WT21,date,flood_event,month,year,day_of_year,quarter,is_hurricane_season,is_summer,precip_3day_sum,precip_7day_sum,precip_14day_sum,precip_30day_sum,precip_7day_avg,temp_max_7day_avg,temp_min_7day_avg,precip_7day_max,precip_lag1,precip_lag2,precip_lag3,temp_range,temp_avg,high_precip_day,extreme_precip_day
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-11,1.1,0.0,,9.4,-6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-11,0,1,2010,11,1,0,0,0.0,5.8,5.8,5.8,0.8285714285714285,7.057142857142858,-2.757142857142857,5.8,0.0,0.0,0.0,15.5,1.6500000000000004,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-12,2.4,0.0,,14.4,-1.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-01-12,0,1,2010,12,1,0,0,0.0,5.8,5.8,5.8,0.8285714285714285,8.242857142857144,-2.685714285714286,5.8,0.0,0.0,0.0,16.1,6.3500000000000005,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-13,2.1,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-13,0,1,2010,13,1,0,0,0.0,5.8,5.8,5.8,0.8285714285714285,8.485714285714286,-2.6,5.8,0.0,0.0,0.0,10.0,5.0,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-14,2.1,0.0,,16.1,3.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-01-14,0,1,2010,14,1,0,0,0.0,0.0,5.8,5.8,0.0,8.4,-2.2142857142857144,0.0,0.0,0.0,0.0,12.8,9.700000000000001,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-15,5.6,8.6,,15.0,6.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-01-15,0,1,2010,15,1,0,0,8.6,8.6,14.399999999999999,14.399999999999999,1.2285714285714284,10.299999999999999,-0.942857142857143,8.6,0.0,0.0,0.0,8.3,10.85,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-16,3.5,9.9,,15.6,11.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2010-01-16,0,1,2010,16,1,0,0,18.5,18.5,24.3,24.3,2.642857142857143,12.12857142857143,1.2714285714285711,9.9,8.6,0.0,0.0,4.5,13.35,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-17,5.6,0.0,,14.4,8.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-01-17,0,1,2010,17,1,0,0,18.5,18.5,24.3,24.3,2.642857142857143,13.557142857142859,3.1714285714285717,9.9,9.9,8.6,0.0,5.5,11.65,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-18,1.6,0.0,,17.2,6.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-01-18,0,1,2010,18,1,0,0,9.9,18.5,24.3,24.3,2.642857142857143,14.671428571428573,5.0,9.9,0.0,9.9,8.6,10.5,11.95,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-19,2.6,0.0,,21.1,5.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2010-01-19,0,1,2010,19,1,0,0,0.0,18.5,24.3,24.3,2.642857142857143,15.62857142857143,6.042857142857143,9.9,0.0,0.0,9.9,15.500000000000002,13.350000000000001,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-20,5.1,0.3,,23.9,15.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2010-01-20,0,1,2010,20,1,0,0,0.3,18.8,24.6,24.6,2.685714285714286,17.614285714285714,8.27142857142857,9.9,0.0,0.0,0.0,8.299999999999999,19.75,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-21,5.1,0.0,,26.1,13.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-01-21,0,1,2010,21,1,0,0,0.3,18.8,18.8,24.6,2.685714285714286,19.04285714285714,9.700000000000001,9.9,0.3,0.0,0.0,12.8,19.700000000000003,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-22,2.3,0.0,,21.7,10.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-22,0,1,2010,22,1,0,0,0.3,10.200000000000001,18.8,24.6,1.4571428571428573,20.0,10.257142857142856,9.9,0.0,0.3,0.0,11.1,16.15,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-23,4.3,0.0,,21.1,10.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-01-23,0,1,2010,23,1,0,0,0.0,0.3,18.8,24.6,0.04285714285714286,20.785714285714285,10.185714285714287,0.3,0.0,0.0,0.3,10.500000000000002,15.850000000000001,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-24,5.6,1.8,,21.1,12.2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-01-24,0,1,2010,24,1,0,0,1.8,2.1,20.6,26.400000000000002,0.3,21.74285714285714,10.657142857142857,1.8,0.0,0.0,0.0,8.900000000000002,16.65,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-25,5.5,0.0,,17.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-25,0,1,2010,25,1,0,0,1.8,2.1,20.6,26.400000000000002,0.3,21.82857142857143,10.5,1.8,1.8,0.0,0.0,12.200000000000001,11.7,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-26,2.2,0.0,,19.4,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-26,0,1,2010,26,1,0,0,1.8,2.1,20.6,26.400000000000002,0.3,21.58571428571429,10.571428571428571,1.8,0.0,1.8,0.0,13.299999999999999,12.75,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-27,2.3,0.0,,17.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-27,0,1,2010,27,1,0,0,0.0,1.8,20.6,26.400000000000002,0.2571428571428572,20.714285714285715,9.057142857142857,1.8,0.0,0.0,1.8,12.8,11.4,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-28,3.0,0.0,,17.8,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-01-28,0,1,2010,28,1,0,0,0.0,1.8,20.6,26.400000000000002,0.2571428571428572,19.52857142857143,7.871428571428571,1.8,0.0,0.0,0.0,12.8,11.4,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-29,5.0,30.5,,20.0,8.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2010-01-29,0,1,2010,29,1,0,0,30.5,32.3,42.5,56.900000000000006,4.614285714285714,19.285714285714285,7.628571428571428,30.5,0.0,0.0,0.0,11.1,14.45,1,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-30,6.7,0.0,,8.9,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-30,0,1,2010,30,1,0,0,30.5,32.3,32.60000000000001,56.900000000000006,4.614285714285714,17.54285714285714,6.428571428571429,30.5,30.5,0.0,0.0,6.7,5.550000000000001,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-01-31,4.0,0.0,,10.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-01-31,0,1,2010,31,1,0,0,30.5,30.5,32.60000000000001,56.900000000000006,4.357142857142857,15.957142857142856,4.928571428571428,30.5,0.0,30.5,0.0,8.3,5.85,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-01,3.1,0.3,,13.3,2.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-02-01,0,2,2010,32,1,0,0,0.3,30.8,32.900000000000006,57.2,4.4,15.314285714285715,4.442857142857143,30.5,0.0,0.0,30.5,11.100000000000001,7.75,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-02,3.1,0.0,,17.8,7.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-02-02,0,2,2010,33,1,0,0,0.3,30.8,32.900000000000006,57.2,4.4,15.085714285714287,4.6000000000000005,30.5,0.3,0.0,0.0,10.600000000000001,12.5,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-03,4.6,6.9,,12.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010-02-03,0,2,2010,34,1,0,0,7.2,37.7,39.5,64.10000000000001,5.385714285714286,14.285714285714288,5.071428571428571,30.5,0.0,0.3,0.0,3.8999999999999986,10.25,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-04,5.4,59.9,,13.3,9.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-02-04,0,2,2010,35,1,0,0,66.8,97.6,99.4,124.0,13.942857142857141,13.642857142857142,5.700000000000001,59.9,6.9,0.0,0.3,3.9000000000000004,11.350000000000001,1,1
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-05,5.2,1.5,,14.4,9.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2010-02-05,0,2,2010,36,1,0,0,68.3,68.6,100.9,125.5,9.799999999999999,12.842857142857143,5.771428571428572,59.9,59.9,6.9,0.0,5.0,11.9,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-06,6.0,0.0,,12.2,6.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-02-06,0,2,2010,37,1,0,0,61.4,68.6,100.9,119.7,9.799999999999999,13.314285714285715,6.328571428571428,59.9,1.5,59.9,6.9,6.1,9.149999999999999,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-07,2.9,0.0,,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-07,0,2,2010,38,1,0,0,1.5,68.6,99.1,119.7,9.799999999999999,13.314285714285715,6.800000000000002,59.9,0.0,1.5,59.9,5.0,7.5,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-08,4.3,2.0,,18.9,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-02-08,0,2,2010,39,1,0,0,2.0,70.30000000000001,101.1,121.7,10.042857142857144,14.114285714285714,7.200000000000001,59.9,0.0,0.0,1.5,13.899999999999999,11.95,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-09,6.8,21.8,,16.1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-02-09,0,2,2010,40,1,0,0,23.8,92.10000000000001,122.9,143.5,13.157142857142858,13.87142857142857,6.885714285714286,59.9,2.0,0.0,0.0,11.100000000000001,10.55,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-10,4.8,0.0,,8.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-10,0,2,2010,41,1,0,0,23.8,85.2,122.9,143.5,12.171428571428573,13.314285714285715,5.857142857142857,59.9,21.8,2.0,0.0,7.200000000000001,4.7,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-11,3.8,12.7,,6.7,3.3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2010-02-11,0,2,2010,42,1,0,0,34.5,38.0,135.6,156.2,5.428571428571429,12.371428571428572,4.985714285714286,21.8,0.0,21.8,2.0,3.4000000000000004,5.0,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-12,6.4,31.2,,4.4,2.2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2010-02-12,0,2,2010,43,1,0,0,43.9,67.7,136.3,187.4,9.671428571428573,10.942857142857141,3.9571428571428577,31.2,12.7,0.0,21.8,2.2,3.3000000000000003,1,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-13,2.9,0.0,,11.7,-1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-13,0,2,2010,44,1,0,0,43.9,67.7,136.3,187.4,9.671428571428573,10.871428571428572,2.9285714285714284,31.2,31.2,12.7,0.0,12.799999999999999,5.3,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-14,2.8,2.8,,16.7,1.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-02-14,0,2,2010,45,1,0,0,34.0,70.5,139.1,181.6,10.071428571428571,11.828571428571431,2.3714285714285714,31.2,0.0,31.2,12.7,15.6,8.9,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-15,6.0,2.0,,10.6,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010-02-15,0,2,2010,46,1,0,0,4.8,70.5,140.79999999999998,173.7,10.071428571428571,10.642857142857142,1.9000000000000001,31.2,2.8,0.0,31.2,8.9,6.1499999999999995,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-16,3.5,0.0,,10.6,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-16,0,2,2010,47,1,0,0,4.8,48.7,140.79999999999998,173.7,6.957142857142857,9.857142857142858,1.1,31.2,2.0,2.8,0.0,11.2,5.0,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-17,3.5,0.0,,12.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-17,0,2,2010,48,1,0,0,2.0,48.7,133.9,173.7,6.957142857142857,10.414285714285715,1.0285714285714285,31.2,0.0,2.0,2.8,11.6,6.3999999999999995,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-18,1.7,0.0,,14.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-18,0,2,2010,49,1,0,0,0.0,36.0,74.0,173.7,5.142857142857143,11.514285714285714,0.6428571428571429,31.2,0.0,0.0,2.0,13.8,7.5,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-19,1.6,0.0,,15.0,2.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-19,0,2,2010,50,1,0,0,0.0,4.8,72.5,173.39999999999998,0.6857142857142857,13.028571428571427,0.7285714285714285,2.8,0.0,0.0,0.0,12.2,8.9,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-20,2.9,0.0,,18.9,3.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-02-20,0,2,2010,51,1,0,0,0.0,4.8,72.5,173.39999999999998,0.6857142857142857,14.057142857142859,1.3571428571428572,2.8,0.0,0.0,0.0,15.599999999999998,11.1,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-21,3.9,8.4,,19.4,12.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2010-02-21,0,2,2010,52,1,0,0,8.4,10.4,80.9,181.79999999999998,1.4857142857142858,14.442857142857141,3.028571428571429,8.4,0.0,0.0,0.0,6.599999999999998,16.1,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-22,3.6,0.0,,22.8,10.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-02-22,0,2,2010,53,1,0,0,8.4,8.4,78.9,181.79999999999998,1.2,16.185714285714287,4.3,8.4,8.4,0.0,0.0,12.200000000000001,16.7,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-23,5.3,0.0,,12.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-23,0,2,2010,54,1,0,0,8.4,8.4,57.099999999999994,180.0,1.2,16.414285714285715,5.257142857142857,8.4,0.0,8.4,0.0,6.1,9.149999999999999,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-24,6.5,0.3,,11.7,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010-02-24,0,2,2010,55,1,0,0,0.3,8.700000000000001,57.39999999999999,180.3,1.242857142857143,16.34285714285714,5.728571428571428,8.4,0.0,0.0,8.4,7.799999999999999,7.8,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-25,3.0,0.0,,12.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-25,0,2,2010,56,1,0,0,0.3,8.700000000000001,44.699999999999996,180.3,1.242857142857143,16.02857142857143,5.957142857142857,8.4,0.3,0.0,0.0,10.0,7.199999999999999,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-26,3.8,16.5,,16.7,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-02-26,0,2,2010,57,1,0,0,16.8,25.200000000000003,30.0,196.8,3.6000000000000005,16.271428571428572,6.185714285714285,16.5,0.0,0.3,0.0,12.299999999999999,10.55,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-27,4.7,1.3,,13.3,5.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2010-02-27,0,2,2010,58,1,0,0,17.8,26.500000000000004,31.3,198.1,3.785714285714286,15.471428571428572,6.514285714285714,16.5,16.5,0.0,0.3,7.700000000000001,9.45,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-02-28,2.2,0.0,,18.3,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-28,0,2,2010,59,1,0,0,17.8,18.1,28.5,167.6,2.585714285714286,15.314285714285715,5.314285714285714,16.5,1.3,16.5,0.0,13.9,11.350000000000001,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-03-01,5.7,43.2,,16.1,6.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-03-01,0,3,2010,60,1,0,0,44.5,61.300000000000004,69.7,210.8,8.757142857142858,14.357142857142858,4.671428571428572,43.2,0.0,1.3,16.5,10.000000000000002,11.100000000000001,1,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-03-02,7.8,0.5,,8.9,5.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2010-03-02,0,3,2010,61,1,0,0,43.7,61.800000000000004,70.2,211.3,8.82857142857143,13.885714285714286,4.6000000000000005,43.2,43.2,0.0,1.3,3.3000000000000007,7.25,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-03-03,4.4,0.0,,12.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-03,0,3,2010,62,1,0,0,43.7,61.50000000000001,70.2,211.0,8.785714285714286,14.042857142857144,4.757142857142858,43.2,0.5,43.2,0.0,7.800000000000001,8.9,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-03-04,2.5,0.0,,15.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-04,0,3,2010,63,1,0,0,0.5,61.50000000000001,70.2,211.0,8.785714285714286,14.528571428571428,4.8428571428571425,43.2,0.0,0.5,43.2,12.8,9.2,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-03-05,1.9,0.0,,16.7,3.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-05,0,3,2010,64,1,0,0,0.0,45.00000000000001,70.2,204.1,6.42857142857143,14.528571428571428,4.685714285714285,43.2,0.0,0.0,0.5,13.399999999999999,10.0,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-03-06,1.7,0.0,,18.3,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-06,0,3,2010,65,1,0,0,0.0,43.70000000000001,70.2,144.2,6.242857142857145,15.242857142857144,4.514285714285714,43.2,0.0,0.0,0.0,13.9,11.350000000000001,0,0
USW00012916,"NEW ORLEANS AIRPORT, LA US",2010-03-07,2.2,0.0,,20.6,5.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2010-03-07,0,3,2010,66,1,0,0,0.0,43.70000000000001,61.800000000000004,142.7,6.242857142857145,15.571428571428571,4.685714285714285,43.2,0.0,0.0,0.0,15.000000000000002,13.100000000000001,0,0
